id,polygon,R,Rc,correct
3,9,1.0,1.0,1
3,9,1.0,1.0,1
3,9,1.0,1.0,1
3,9,1.0,1.0,0
3,9,1.0,1.1,0
3,9,1.0,1.2,1
3,9,1.0,1.1,1
3,9,1.0,1.0,1
3,9,1.0,1.0,0
3,9,1.0,1.1,1
3,3,0.5,1.0,1
3,3,0.5,0.95,1
3,3,0.5,0.9,1
3,3,0.5,0.85,1
3,3,0.5,0.8,1
3,3,0.5,0.75,1
3,3,0.5,0.7,1
3,3,0.5,0.65,1
3,3,0.5,0.6,1
3,3,0.5,0.55,1
3,3,0.5,0.5,1
3,3,0.5,0.5,0
3,3,0.5,0.55,1
3,3,0.5,0.5,1
3,3,0.5,0.5,0
3,3,0.5,0.55,1
3,7,5.5,11.0,1
3,7,5.5,10.45,1
3,7,5.5,9.9,1
3,7,5.5,9.35,1
3,7,5.5,8.8,1
3,7,5.5,8.25,1
3,7,5.5,7.7,1
3,7,5.5,7.15,1
3,7,5.5,6.6,1
3,7,5.5,6.05,1
3,7,5.5,5.5,1
3,7,5.5,5.5,1
3,7,5.5,5.5,0
3,7,5.5,6.05,1
3,7,5.5,5.5,1
3,7,5.5,5.5,0
3,7,5.5,6.05,1
3,9,3.5,7.0,1
3,9,3.5,6.65,1
3,9,3.5,6.3,1
3,9,3.5,5.95,1
3,9,3.5,5.6,1
3,9,3.5,5.25,1
3,9,3.5,4.9,1
3,9,3.5,4.55,1
3,9,3.5,4.2,1
3,9,3.5,3.85,1
3,9,3.5,3.5,1
3,9,3.5,3.5,1
3,9,3.5,3.5,1
3,9,3.5,3.5,1
3,9,3.5,3.5,1
3,9,3.5,3.5,0
3,9,3.5,3.85,0
3,9,3.5,4.2,1
3,9,3.5,3.85,1
3,9,3.5,3.5,1
3,9,3.5,3.5,0
3,9,3.5,3.85,1
3,3,5.5,11.0,1
3,3,5.5,10.45,1
3,3,5.5,9.9,1
3,3,5.5,9.35,1
3,3,5.5,8.8,1
3,3,5.5,8.25,1
3,3,5.5,7.7,1
3,3,5.5,7.15,1
3,3,5.5,6.6,1
3,3,5.5,6.05,1
3,3,5.5,5.5,1
3,3,5.5,5.5,0
3,3,5.5,6.05,1
3,3,5.5,5.5,0
3,3,5.5,6.05,1
3,7,3.5,7.0,1
3,7,3.5,6.65,1
3,7,3.5,6.3,1
3,7,3.5,5.95,1
3,7,3.5,5.6,1
3,7,3.5,5.25,1
3,7,3.5,4.9,1
3,7,3.5,4.55,1
3,7,3.5,4.2,1
3,7,3.5,3.85,0
3,7,3.5,4.2,1
3,7,3.5,3.85,1
3,7,3.5,3.5,0
3,7,3.5,3.85,1
3,5,0.5,1.0,1
3,5,0.5,0.95,1
3,5,0.5,0.9,1
3,5,0.5,0.85,1
3,5,0.5,0.8,1
3,5,0.5,0.75,1
3,5,0.5,0.7,1
3,5,0.5,0.65,1
3,5,0.5,0.6,1
3,5,0.5,0.55,1
3,5,0.5,0.5,1
3,5,0.5,0.5,0
3,5,0.5,0.55,0
3,5,0.5,0.6,1
3,5,0.5,0.55,1
3,5,0.5,0.5,1
3,5,0.5,0.5,0
3,5,0.5,0.55,0
3,5,0.5,0.6,1
3,7,2.0,4.0,1
3,7,2.0,3.8,1
3,7,2.0,3.6,0
3,7,2.0,3.8,1
3,7,2.0,3.6,1
3,7,2.0,3.4,1
3,7,2.0,3.2,1
3,7,2.0,3.0,1
3,7,2.0,2.8,1
3,7,2.0,2.6,1
3,7,2.0,2.4,1
3,7,2.0,2.2,1
3,7,2.0,2.0,1
3,7,2.0,2.0,1
3,7,2.0,2.0,1
3,7,2.0,2.0,0
3,7,2.0,2.2,1
3,5,1.0,2.0,1
3,5,1.0,1.9,1
3,5,1.0,1.8,1
3,5,1.0,1.7,0
3,5,1.0,1.8,1
3,5,1.0,1.7,1
3,5,1.0,1.6,1
3,5,1.0,1.5,1
3,5,1.0,1.4,1
3,5,1.0,1.3,1
3,5,1.0,1.2,1
3,5,1.0,1.1,1
3,5,1.0,1.0,0
3,5,1.0,1.1,1
3,3,1.0,2.0,1
3,3,1.0,1.9,1
3,3,1.0,1.8,1
3,3,1.0,1.7,1
3,3,1.0,1.6,1
3,3,1.0,1.5,0
3,3,1.0,1.6,1
3,3,1.0,1.5,1
3,3,1.0,1.4,1
3,3,1.0,1.3,0
3,3,1.0,1.4,1
3,9,2.0,4.0,1
3,9,2.0,3.8,1
3,9,2.0,3.6,1
3,9,2.0,3.4,1
3,9,2.0,3.2,1
3,9,2.0,3.0,1
3,9,2.0,2.8,1
3,9,2.0,2.6,1
3,9,2.0,2.4,0
3,9,2.0,2.6,1
3,9,2.0,2.4,1
3,9,2.0,2.2,1
3,9,2.0,2.0,1
3,9,2.0,2.0,0
3,9,2.0,2.2,1
4,9,5.5,11.0,1
4,9,5.5,10.45,1
4,9,5.5,9.9,1
4,9,5.5,9.35,1
4,9,5.5,8.8,1
4,9,5.5,8.25,1
4,9,5.5,7.7,1
4,9,5.5,7.15,1
4,9,5.5,6.6,1
4,9,5.5,6.05,1
4,9,5.5,5.5,0
4,9,5.5,6.05,1
4,9,5.5,5.5,1
4,9,5.5,5.5,1
4,9,5.5,5.5,1
4,9,5.5,5.5,0
4,9,5.5,6.05,1
4,3,3.5,7.0,1
4,3,3.5,6.65,1
4,3,3.5,6.3,1
4,3,3.5,5.95,1
4,3,3.5,5.6,1
4,3,3.5,5.25,1
4,3,3.5,4.9,1
4,3,3.5,4.55,1
4,3,3.5,4.2,1
4,3,3.5,3.85,0
4,3,3.5,4.2,1
4,3,3.5,3.85,1
4,3,3.5,3.5,0
4,3,3.5,3.85,1
4,5,5.5,11.0,1
4,5,5.5,10.45,1
4,5,5.5,9.9,1
4,5,5.5,9.35,1
4,5,5.5,8.8,1
4,5,5.5,8.25,1
4,5,5.5,7.7,1
4,5,5.5,7.15,1
4,5,5.5,6.6,1
4,5,5.5,6.05,1
4,5,5.5,5.5,1
4,5,5.5,5.5,0
4,5,5.5,6.05,1
4,5,5.5,5.5,0
4,5,5.5,6.05,1
4,7,1.0,2.0,1
4,7,1.0,1.9,1
4,7,1.0,1.8,1
4,7,1.0,1.7,1
4,7,1.0,1.6,1
4,7,1.0,1.5,1
4,7,1.0,1.4,1
4,7,1.0,1.3,1
4,7,1.0,1.2,1
4,7,1.0,1.1,1
4,7,1.0,1.0,1
4,7,1.0,1.0,0
4,7,1.0,1.1,1
4,7,1.0,1.0,0
4,7,1.0,1.1,1
4,5,3.5,7.0,1
4,5,3.5,6.65,1
4,5,3.5,6.3,1
4,5,3.5,5.95,1
4,5,3.5,5.6,1
4,5,3.5,5.25,1
4,5,3.5,4.9,1
4,5,3.5,4.55,1
4,5,3.5,4.2,1
4,5,3.5,3.85,1
4,5,3.5,3.5,1
4,5,3.5,3.5,1
4,5,3.5,3.5,1
4,5,3.5,3.5,1
4,5,3.5,3.5,1
4,5,3.5,3.5,0
4,5,3.5,3.85,1
4,5,3.5,3.5,1
4,5,3.5,3.5,0
4,5,3.5,3.85,1
4,7,0.5,1.0,1
4,7,0.5,0.95,1
4,7,0.5,0.9,1
4,7,0.5,0.85,1
4,7,0.5,0.8,1
4,7,0.5,0.75,1
4,7,0.5,0.7,1
4,7,0.5,0.65,1
4,7,0.5,0.6,1
4,7,0.5,0.55,1
4,7,0.5,0.5,0
4,7,0.5,0.55,1
4,7,0.5,0.5,0
4,7,0.5,0.55,1
4,9,0.5,1.0,1
4,9,0.5,0.95,1
4,9,0.5,0.9,1
4,9,0.5,0.85,1
4,9,0.5,0.8,1
4,9,0.5,0.75,1
4,9,0.5,0.7,1
4,9,0.5,0.65,1
4,9,0.5,0.6,1
4,9,0.5,0.55,1
4,9,0.5,0.5,0
4,9,0.5,0.55,1
4,9,0.5,0.5,1
4,9,0.5,0.5,0
4,9,0.5,0.55,1
4,3,2.0,4.0,1
4,3,2.0,3.8,1
4,3,2.0,3.6,1
4,3,2.0,3.4,1
4,3,2.0,3.2,1
4,3,2.0,3.0,1
4,3,2.0,2.8,1
4,3,2.0,2.6,1
4,3,2.0,2.4,1
4,3,2.0,2.2,0
4,3,2.0,2.4,1
4,3,2.0,2.2,1
4,3,2.0,2.0,0
4,3,2.0,2.2,1
4,5,2.0,4.0,1
4,5,2.0,3.8,1
4,5,2.0,3.6,1
4,5,2.0,3.4,1
4,5,2.0,3.2,1
4,5,2.0,3.0,1
4,5,2.0,2.8,1
4,5,2.0,2.6,1
4,5,2.0,2.4,1
4,5,2.0,2.2,1
4,5,2.0,2.0,0
4,5,2.0,2.2,1
4,5,2.0,2.0,0
4,5,2.0,2.2,1
4,9,1.0,2.0,1
4,9,1.0,1.9,1
4,9,1.0,1.8,1
4,9,1.0,1.7,1
4,9,1.0,1.6,1
4,9,1.0,1.5,1
4,9,1.0,1.4,1
4,9,1.0,1.3,1
4,9,1.0,1.2,1
4,9,1.0,1.1,1
4,9,1.0,1.0,0
4,9,1.0,1.1,1
4,9,1.0,1.0,0
4,9,1.0,1.1,1
4,3,0.5,1.0,1
4,3,0.5,0.95,1
4,3,0.5,0.9,1
4,3,0.5,0.85,1
4,3,0.5,0.8,1
4,3,0.5,0.75,1
4,3,0.5,0.7,1
4,3,0.5,0.65,1
4,3,0.5,0.6,1
4,3,0.5,0.55,1
4,3,0.5,0.5,1
4,3,0.5,0.5,1
4,3,0.5,0.5,1
4,3,0.5,0.5,0
4,3,0.5,0.55,1
4,3,0.5,0.5,0
4,3,0.5,0.55,1
4,7,5.5,11.0,1
4,7,5.5,10.45,1
4,7,5.5,9.9,1
4,7,5.5,9.35,1
4,7,5.5,8.8,1
4,7,5.5,8.25,1
4,7,5.5,7.7,1
4,7,5.5,7.15,1
4,7,5.5,6.6,1
4,7,5.5,6.05,1
4,7,5.5,5.5,1
4,7,5.5,5.5,1
4,7,5.5,5.5,0
4,7,5.5,6.05,1
4,7,5.5,5.5,1
4,7,5.5,5.5,0
4,7,5.5,6.05,1
4,9,3.5,7.0,1
4,9,3.5,6.65,1
4,9,3.5,6.3,1
4,9,3.5,5.95,1
4,9,3.5,5.6,1
4,9,3.5,5.25,0
4,9,3.5,5.6,1
4,9,3.5,5.25,1
4,9,3.5,4.9,1
4,9,3.5,4.55,1
4,9,3.5,4.2,1
4,9,3.5,3.85,1
4,9,3.5,3.5,0
4,9,3.5,3.85,1
4,3,5.5,11.0,1
4,3,5.5,10.45,1
4,3,5.5,9.9,1
4,3,5.5,9.35,1
4,3,5.5,8.8,1
4,3,5.5,8.25,1
4,3,5.5,7.7,1
4,3,5.5,7.15,1
4,3,5.5,6.6,1
4,3,5.5,6.05,1
4,3,5.5,5.5,0
4,3,5.5,6.05,1
4,3,5.5,5.5,1
4,3,5.5,5.5,0
4,3,5.5,6.05,1
4,7,3.5,7.0,1
4,7,3.5,6.65,1
4,7,3.5,6.3,1
4,7,3.5,5.95,1
4,7,3.5,5.6,1
4,7,3.5,5.25,1
4,7,3.5,4.9,0
4,7,3.5,5.25,1
4,7,3.5,4.9,1
4,7,3.5,4.55,1
4,7,3.5,4.2,1
4,7,3.5,3.85,1
4,7,3.5,3.5,0
4,7,3.5,3.85,1
4,5,0.5,1.0,1
4,5,0.5,0.95,1
4,5,0.5,0.9,1
4,5,0.5,0.85,1
4,5,0.5,0.8,0
4,5,0.5,0.85,1
4,5,0.5,0.8,1
4,5,0.5,0.75,1
4,5,0.5,0.7,1
4,5,0.5,0.65,1
4,5,0.5,0.6,1
4,5,0.5,0.55,1
4,5,0.5,0.5,0
4,5,0.5,0.55,1
4,7,2.0,4.0,1
4,7,2.0,3.8,1
4,7,2.0,3.6,1
4,7,2.0,3.4,1
4,7,2.0,3.2,1
4,7,2.0,3.0,1
4,7,2.0,2.8,1
4,7,2.0,2.6,1
4,7,2.0,2.4,1
4,7,2.0,2.2,1
4,7,2.0,2.0,0
4,7,2.0,2.2,1
4,7,2.0,2.0,0
4,7,2.0,2.2,1
4,5,1.0,2.0,1
4,5,1.0,1.9,1
4,5,1.0,1.8,1
4,5,1.0,1.7,1
4,5,1.0,1.6,1
4,5,1.0,1.5,1
4,5,1.0,1.4,1
4,5,1.0,1.3,1
4,5,1.0,1.2,1
4,5,1.0,1.1,1
4,5,1.0,1.0,0
4,5,1.0,1.1,1
4,5,1.0,1.0,0
4,5,1.0,1.1,1
4,3,1.0,2.0,1
4,3,1.0,1.9,1
4,3,1.0,1.8,1
4,3,1.0,1.7,1
4,3,1.0,1.6,1
4,3,1.0,1.5,1
4,3,1.0,1.4,1
4,3,1.0,1.3,1
4,3,1.0,1.2,1
4,3,1.0,1.1,1
4,3,1.0,1.0,0
4,3,1.0,1.1,1
4,3,1.0,1.0,0
4,3,1.0,1.1,1
4,9,2.0,4.0,1
4,9,2.0,3.8,1
4,9,2.0,3.6,1
4,9,2.0,3.4,1
4,9,2.0,3.2,1
4,9,2.0,3.0,1
4,9,2.0,2.8,1
4,9,2.0,2.6,1
4,9,2.0,2.4,1
4,9,2.0,2.2,1
4,9,2.0,2.0,0
4,9,2.0,2.2,1
4,9,2.0,2.0,1
4,9,2.0,2.0,1
4,9,2.0,2.0,0
4,9,2.0,2.2,1
5,9,5.5,11.0,1
5,9,5.5,10.45,1
5,9,5.5,9.9,1
5,9,5.5,9.35,1
5,9,5.5,8.8,1
5,9,5.5,8.25,1
5,9,5.5,7.7,1
5,9,5.5,7.15,1
5,9,5.5,6.6,1
5,9,5.5,6.05,1
5,9,5.5,5.5,1
5,9,5.5,5.5,1
5,9,5.5,5.5,1
5,9,5.5,5.5,0
5,9,5.5,6.05,1
5,9,5.5,5.5,0
5,9,5.5,6.05,1
5,3,3.5,7.0,1
5,3,3.5,6.65,1
5,3,3.5,6.3,1
5,3,3.5,5.95,1
5,3,3.5,5.6,1
5,3,3.5,5.25,1
5,3,3.5,4.9,1
5,3,3.5,4.55,1
5,3,3.5,4.2,1
5,3,3.5,3.85,1
5,3,3.5,3.5,1
5,3,3.5,3.5,1
5,3,3.5,3.5,1
5,3,3.5,3.5,0
5,3,3.5,3.85,1
5,3,3.5,3.5,0
5,3,3.5,3.85,1
5,5,5.5,11.0,1
5,5,5.5,10.45,1
5,5,5.5,9.9,1
5,5,5.5,9.35,1
5,5,5.5,8.8,1
5,5,5.5,8.25,1
5,5,5.5,7.7,1
5,5,5.5,7.15,1
5,5,5.5,6.6,1
5,5,5.5,6.05,1
5,5,5.5,5.5,1
5,5,5.5,5.5,0
5,5,5.5,6.05,1
5,5,5.5,5.5,1
5,5,5.5,5.5,0
5,5,5.5,6.05,1
5,7,1.0,2.0,1
5,7,1.0,1.9,1
5,7,1.0,1.8,1
5,7,1.0,1.7,1
5,7,1.0,1.6,1
5,7,1.0,1.5,1
5,7,1.0,1.4,1
5,7,1.0,1.3,1
5,7,1.0,1.2,1
5,7,1.0,1.1,1
5,7,1.0,1.0,0
5,7,1.0,1.1,1
5,7,1.0,1.0,0
5,7,1.0,1.1,1
5,5,3.5,7.0,1
5,5,3.5,6.65,1
5,5,3.5,6.3,1
5,5,3.5,5.95,1
5,5,3.5,5.6,1
5,5,3.5,5.25,1
5,5,3.5,4.9,1
5,5,3.5,4.55,1
5,5,3.5,4.2,1
5,5,3.5,3.85,1
5,5,3.5,3.5,1
5,5,3.5,3.5,1
5,5,3.5,3.5,0
5,5,3.5,3.85,1
5,5,3.5,3.5,0
5,5,3.5,3.85,1
5,7,0.5,1.0,1
5,7,0.5,0.95,1
5,7,0.5,0.9,1
5,7,0.5,0.85,1
5,7,0.5,0.8,1
5,7,0.5,0.75,1
5,7,0.5,0.7,1
5,7,0.5,0.65,1
5,7,0.5,0.6,1
5,7,0.5,0.55,1
5,7,0.5,0.5,0
5,7,0.5,0.55,1
5,7,0.5,0.5,1
5,7,0.5,0.5,1
5,7,0.5,0.5,1
5,7,0.5,0.5,0
5,7,0.5,0.55,1
5,9,0.5,1.0,1
5,9,0.5,0.95,1
5,9,0.5,0.9,1
5,9,0.5,0.85,1
5,9,0.5,0.8,1
5,9,0.5,0.75,1
5,9,0.5,0.7,1
5,9,0.5,0.65,1
5,9,0.5,0.6,1
5,9,0.5,0.55,0
5,9,0.5,0.6,1
5,9,0.5,0.55,1
5,9,0.5,0.5,0
5,9,0.5,0.55,1
5,3,2.0,4.0,1
5,3,2.0,3.8,1
5,3,2.0,3.6,1
5,3,2.0,3.4,1
5,3,2.0,3.2,1
5,3,2.0,3.0,1
5,3,2.0,2.8,1
5,3,2.0,2.6,1
5,3,2.0,2.4,1
5,3,2.0,2.2,1
5,3,2.0,2.0,0
5,3,2.0,2.2,1
5,3,2.0,2.0,0
5,3,2.0,2.2,1
5,5,2.0,4.0,1
5,5,2.0,3.8,1
5,5,2.0,3.6,1
5,5,2.0,3.4,1
5,5,2.0,3.2,1
5,5,2.0,3.0,1
5,5,2.0,2.8,1
5,5,2.0,2.6,1
5,5,2.0,2.4,1
5,5,2.0,2.2,1
5,5,2.0,2.0,1
5,5,2.0,2.0,0
5,5,2.0,2.2,1
5,5,2.0,2.0,0
5,5,2.0,2.2,1
5,9,1.0,2.0,1
5,9,1.0,1.9,1
5,9,1.0,1.8,1
5,9,1.0,1.7,1
5,9,1.0,1.6,1
5,9,1.0,1.5,1
5,9,1.0,1.4,1
5,9,1.0,1.3,1
5,9,1.0,1.2,1
5,9,1.0,1.1,1
5,9,1.0,1.0,0
5,9,1.0,1.1,1
5,9,1.0,1.0,1
5,9,1.0,1.0,0
5,9,1.0,1.1,1
5,3,0.5,1.0,1
5,3,0.5,0.95,1
5,3,0.5,0.9,1
5,3,0.5,0.85,1
5,3,0.5,0.8,1
5,3,0.5,0.75,1
5,3,0.5,0.7,1
5,3,0.5,0.65,1
5,3,0.5,0.6,1
5,3,0.5,0.55,1
5,3,0.5,0.5,0
5,3,0.5,0.55,1
5,3,0.5,0.5,1
5,3,0.5,0.5,1
5,3,0.5,0.5,1
5,3,0.5,0.5,0
5,3,0.5,0.55,1
5,7,5.5,11.0,1
5,7,5.5,10.45,1
5,7,5.5,9.9,1
5,7,5.5,9.35,1
5,7,5.5,8.8,1
5,7,5.5,8.25,1
5,7,5.5,7.7,1
5,7,5.5,7.15,1
5,7,5.5,6.6,1
5,7,5.5,6.05,0
5,7,5.5,6.6,1
5,7,5.5,6.05,1
5,7,5.5,5.5,1
5,7,5.5,5.5,0
5,7,5.5,6.05,1
5,9,3.5,7.0,1
5,9,3.5,6.65,1
5,9,3.5,6.3,1
5,9,3.5,5.95,1
5,9,3.5,5.6,1
5,9,3.5,5.25,1
5,9,3.5,4.9,1
5,9,3.5,4.55,1
5,9,3.5,4.2,1
5,9,3.5,3.85,1
5,9,3.5,3.5,1
5,9,3.5,3.5,0
5,9,3.5,3.85,1
5,9,3.5,3.5,0
5,9,3.5,3.85,1
5,3,5.5,11.0,1
5,3,5.5,10.45,1
5,3,5.5,9.9,1
5,3,5.5,9.35,1
5,3,5.5,8.8,1
5,3,5.5,8.25,1
5,3,5.5,7.7,1
5,3,5.5,7.15,1
5,3,5.5,6.6,1
5,3,5.5,6.05,1
5,3,5.5,5.5,0
5,3,5.5,6.05,1
5,3,5.5,5.5,1
5,3,5.5,5.5,0
5,3,5.5,6.05,1
5,7,3.5,7.0,1
5,7,3.5,6.65,1
5,7,3.5,6.3,1
5,7,3.5,5.95,1
5,7,3.5,5.6,1
5,7,3.5,5.25,1
5,7,3.5,4.9,1
5,7,3.5,4.55,1
5,7,3.5,4.2,1
5,7,3.5,3.85,1
5,7,3.5,3.5,1
5,7,3.5,3.5,1
5,7,3.5,3.5,1
5,7,3.5,3.5,1
5,7,3.5,3.5,1
5,7,3.5,3.5,0
5,7,3.5,3.85,1
5,7,3.5,3.5,1
5,7,3.5,3.5,1
5,7,3.5,3.5,0
5,7,3.5,3.85,0
5,7,3.5,4.2,1
5,5,0.5,1.0,1
5,5,0.5,0.95,1
5,5,0.5,0.9,1
5,5,0.5,0.85,1
5,5,0.5,0.8,1
5,5,0.5,0.75,1
5,5,0.5,0.7,1
5,5,0.5,0.65,1
5,5,0.5,0.6,1
5,5,0.5,0.55,1
5,5,0.5,0.5,0
5,5,0.5,0.55,1
5,5,0.5,0.5,1
5,5,0.5,0.5,0
5,5,0.5,0.55,1
5,7,2.0,4.0,1
5,7,2.0,3.8,1
5,7,2.0,3.6,1
5,7,2.0,3.4,1
5,7,2.0,3.2,1
5,7,2.0,3.0,1
5,7,2.0,2.8,1
5,7,2.0,2.6,1
5,7,2.0,2.4,1
5,7,2.0,2.2,1
5,7,2.0,2.0,1
5,7,2.0,2.0,1
5,7,2.0,2.0,1
5,7,2.0,2.0,0
5,7,2.0,2.2,1
5,7,2.0,2.0,0
5,7,2.0,2.2,1
5,5,1.0,2.0,1
5,5,1.0,1.9,1
5,5,1.0,1.8,1
5,5,1.0,1.7,1
5,5,1.0,1.6,1
5,5,1.0,1.5,1
5,5,1.0,1.4,1
5,5,1.0,1.3,1
5,5,1.0,1.2,1
5,5,1.0,1.1,1
5,5,1.0,1.0,1
5,5,1.0,1.0,0
5,5,1.0,1.1,1
5,5,1.0,1.0,0
5,5,1.0,1.1,1
5,3,1.0,2.0,1
5,3,1.0,1.9,1
5,3,1.0,1.8,1
5,3,1.0,1.7,1
5,3,1.0,1.6,1
5,3,1.0,1.5,1
5,3,1.0,1.4,1
5,3,1.0,1.3,1
5,3,1.0,1.2,1
5,3,1.0,1.1,1
5,3,1.0,1.0,1
5,3,1.0,1.0,1
5,3,1.0,1.0,1
5,3,1.0,1.0,1
5,3,1.0,1.0,0
5,3,1.0,1.1,1
5,3,1.0,1.0,0
5,3,1.0,1.1,1
5,9,2.0,4.0,1
5,9,2.0,3.8,1
5,9,2.0,3.6,1
5,9,2.0,3.4,1
5,9,2.0,3.2,1
5,9,2.0,3.0,1
5,9,2.0,2.8,1
5,9,2.0,2.6,1
5,9,2.0,2.4,1
5,9,2.0,2.2,1
5,9,2.0,2.0,0
5,9,2.0,2.2,1
5,9,2.0,2.0,1
5,9,2.0,2.0,1
5,9,2.0,2.0,0
5,9,2.0,2.2,1
6,9,5.5,11.0,1
6,9,5.5,10.45,1
6,9,5.5,9.9,1
6,9,5.5,9.35,1
6,9,5.5,8.8,1
